Trip_Distance,Customer_Since_Months,Life_Style_Index,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Surge_Pricing_Type,Type_of_Cab_B,Type_of_Cab_C,Type_of_Cab_D,Type_of_Cab_E,Confidence_Life_Style_Index_B,Confidence_Life_Style_Index_C,Destination_Type_B,Destination_Type_C,Destination_Type_D,Destination_Type_E,Destination_Type_F,Destination_Type_G,Destination_Type_H,Destination_Type_I,Destination_Type_J,Destination_Type_K,Destination_Type_L,Destination_Type_M,Destination_Type_N,Gender_Male
44.72,2.0,2.75993,1.44875,0,50.0,46,76,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73.98,10.0,3.26302,0.915,0,36.0,51,97,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33.2,5.0,2.78171,2.1175,1,61.0,53,67,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.96,10.0,2.64752,2.79,0,34.0,52,77,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.9,10.0,2.95797,2.25875,0,98.0,50,79,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.84,10.0,2.77265,3.65,1,61.0,47,64,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53.9,2.0,2.79805,1.73,1,61.0,49,83,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.0,2.0,2.76765,3.9375,0,61.0,51,68,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77.91,10.0,2.93083,3.1175,0,61.0,53,69,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.11,10.0,3.00756,3.94375,0,61.0,49,75,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18.7,10.0,2.76138,2.22625,1,74.0,49,83,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25.67,10.0,2.74207,3.7625,1,61.0,51,83,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
65.7,1.0,2.78188,3.845,0,66.0,54,86,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
101.3,2.0,2.79805,2.955,0,36.0,53,76,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.11,3.0,2.64821,2.68625,0,61.0,51,69,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.21,3.0,2.63325,2.8725,0,61.0,47,61,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63.9,8.0,2.67095,2.4825,0,61.0,52,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.92,9.0,2.79625,1.29875,1,61.0,59,76,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.34,10.0,2.787,3.045,1,61.0,52,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
79.76,10.0,2.79805,3.0375,0,62.0,51,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.44,6.0,2.72571,0.1475,1,61.0,52,76,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.68,6.0,2.91435,3.55875,0,61.0,47,69,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74.49,10.0,3.0207,2.58125,0,44.0,46,69,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31.6,4.0,2.68673,2.89,0,61.0,47,71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31.41,9.0,2.80104,2.51625,0,61.0,48,86,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27.16,10.0,3.0129,4.375,0,61.0,47,74,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.98,1.0,2.60422,3.395,3,61.0,47,58,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97.94,8.0,3.17793,3.93375,2,61.0,48,74,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.12,10.0,2.98373,4.0575,1,61.0,50,60,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.72,10.0,2.838,4.2,1,104.0,45,73,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18.89,3.0,2.59351,3.45125,0,61.0,46,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6,4.0,3.03987,4.585,0,61.0,50,81,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.29,1.0,2.78283,3.365,0,61.0,51,75,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30.26,10.0,2.73177,2.875,0,61.0,49,76,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.46,6.0,2.79805,4.00375,0,61.0,48,65,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48.22,2.0,2.79805,0.76625,0,61.0,51,106,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,1.0,2.74561,4.165,0,61.0,48,61,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.5,10.0,2.96803,1.09,2,43.0,49,83,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
56.51,5.0,2.7196,2.4175,0,61.0,55,85,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.97,6.0,2.6241,0.88625,5,61.0,55,81,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.62,0.0,3.18423,2.33875,2,61.0,56,80,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28.22,4.0,2.58477,2.035,1,61.0,60,74,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60.61,9.0,2.94275,3.88625,2,61.0,49,68,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.15,10.0,2.89381,2.49375,0,61.0,54,84,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
78.29,10.0,2.79384,3.60625,0,61.0,51,68,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54.28,10.0,2.79805,3.965,1,64.0,54,84,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.99,10.0,2.30765,3.43625,0,61.0,46,59,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.83,6.0,2.79805,1.34,0,71.0,52,87,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.16,9.0,2.70693,3.6475,0,61.0,46,63,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15.05,10.0,3.12871,3.38125,1,61.0,53,108,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.86,10.0,2.51362,2.44,0,61.0,60,77,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.87,0.0,2.84707,3.10125,0,61.0,49,76,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48.41,10.0,2.99299,3.09375,1,61.0,53,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.12,9.0,2.50618,4.165,1,61.0,49,62,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.63,10.0,2.88774,2.6725,0,61.0,46,64,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
87.08,1.0,2.79463,2.5025,1,35.0,56,81,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45.15,3.0,3.08263,2.23,2,86.0,56,78,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
39.04,10.0,2.79805,3.77,0,61.0,49,78,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
91.46,10.0,2.97845,3.37875,0,61.0,47,67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.5,5.0,2.60743,1.33875,0,61.0,52,68,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13.99,10.0,2.55804,2.87125,1,85.0,52,77,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.54,3.0,2.89847,1.88625,0,78.0,51,72,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.62,7.0,2.83812,3.69375,0,61.0,49,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.69,10.0,2.73697,1.67,4,61.0,52,74,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92.7,6.0,3.22676,4.06125,4,92.0,47,74,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.45,6.0,2.89099,2.97375,2,61.0,58,88,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.52,4.0,2.64408,1.57625,0,61.0,51,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58.96,3.0,2.80957,4.33875,0,61.0,48,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.55,1.0,2.85519,1.39375,0,97.0,52,77,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.19,10.0,2.71806,3.6075,1,44.0,46,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.81,4.0,2.94733,3.49,1,65.0,49,73,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.35,1.0,3.02401,2.34625,1,70.0,47,99,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57.34,10.0,2.75658,1.6925,1,57.0,53,80,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.61,3.0,2.79837,2.48125,2,61.0,55,71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76.65,2.0,2.77172,1.465,1,57.0,50,78,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.98,2.0,2.92259,2.97375,4,32.0,66,93,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27.78,6.0,2.734,2.75875,0,61.0,49,62,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
107.33,9.0,3.16822,3.595,1,65.0,50,77,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.3,4.0,2.81824,3.975,0,61.0,51,68,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35.94,8.0,2.75346,3.42125,0,58.0,56,84,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.12,2.0,2.62864,2.62375,0,61.0,60,74,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.9,10.0,3.03414,3.86,3,38.0,46,75,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30.03,10.0,2.70313,3.3075,0,61.0,44,57,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47.62,7.0,2.79805,2.3175,0,109.0,52,73,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.94,0.0,2.79805,2.5175,1,62.0,48,80,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.67,7.0,2.5981,0.6275,2,54.0,55,113,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5,2.0,2.65448,2.265,1,52.0,55,73,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.22,10.0,2.79805,2.595,0,98.0,49,71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.66,2.0,2.75007,2.27,0,65.0,56,93,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.36,1.0,2.30636,4.5575,1,61.0,46,56,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.02,10.0,2.87154,3.2,0,64.0,47,82,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.74,2.0,2.59277,2.5275,1,90.0,48,68,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
90.74,0.0,2.81085,3.14125,0,61.0,51,70,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.65,7.0,2.99934,3.60625,1,61.0,49,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30.83,4.0,2.49121,2.17125,0,61.0,46,63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.17,1.0,2.37683,4.00875,0,56.0,46,69,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.46,9.0,2.84095,1.9975,0,61.0,61,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
91.96,0.0,3.23112,4.19,2,52.0,46,73,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.46,10.0,2.45688,3.17875,1,61.0,48,63,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
62.16,0.0,2.79805,1.315,1,61.0,55,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.26,0.0,2.97409,3.71,2,62.0,48,87,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75.04,10.0,2.75166,1.9925,2,39.0,59,85,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.97,6.0,3.06861,3.6625,0,61.0,52,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76.13,1.0,2.79805,2.26375,0,61.0,59,76,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.76,4.0,2.69181,2.5975,1,75.0,55,90,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.91,2.0,2.6574,1.305,1,61.0,52,65,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48.84,3.0,2.92062,3.08125,1,61.0,50,76,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.89,1.0,2.54367,1.5025,2,47.0,47,65,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
61.59,5.0,2.77885,2.885,1,61.0,49,61,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.72,10.0,2.55495,2.30875,0,61.0,57,88,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.64,10.0,2.81638,1.9375,2,69.0,55,112,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.92,2.0,2.62311,1.00875,3,61.0,54,89,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37.17,7.0,2.79805,2.8725,0,90.0,60,86,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91.47,9.0,3.1766,4.9275,0,61.0,46,76,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22.65,6.0,2.79805,3.5325,0,61.0,44,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.6,0.0,2.8745,3.43,2,72.0,49,85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108.28,0.0,2.99285,1.06375,0,49.0,51,100,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93.4,2.0,2.91449,3.27,0,61.0,54,71,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.03,8.0,2.79805,3.03625,1,67.0,62,92,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.0,10.0,2.69188,2.7125,1,61.0,50,66,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.89,0.0,2.4816,2.02,0,61.0,56,67,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.13,2.0,2.86011,2.07625,1,61.0,52,79,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21.54,6.0,2.8774,4.2775,1,61.0,49,72,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.79,10.0,2.30473,3.13875,0,86.0,46,69,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.16,10.0,2.82652,2.65125,1,73.0,46,72,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50.18,0.0,2.98181,3.72875,0,57.0,51,79,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.11,4.0,2.88656,3.0775,0,61.0,48,71,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.89,10.0,2.81921,3.12875,1,65.0,62,110,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.48,10.0,2.79805,1.66375,0,73.0,49,74,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40.22,7.0,2.72858,3.22,0,61.0,45,64,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31.14,5.0,2.54605,0.8575,2,38.0,54,78,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60.46,6.0,2.81753,2.69,0,97.0,50,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31.66,0.0,2.67236,3.33375,0,73.0,45,58,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.54,2.0,2.8792,3.46,0,51.0,48,69,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.82,10.0,2.93715,2.69375,1,60.0,48,74,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.71,6.0,2.46385,2.895,3,61.0,50,66,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43.14,10.0,2.61662,2.08875,0,61.0,49,67,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18.07,4.0,2.48444,3.89,1,61.0,51,64,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16.9,6.0,2.79805,4.47,0,54.0,49,72,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21.02,0.0,2.71872,4.7925,1,68.0,46,59,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106.96,10.0,3.08696,2.8225,0,61.0,54,89,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38.73,3.0,2.75831,1.495,1,64.0,47,75,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.15,4.0,2.84001,1.86,4,61.0,47,91,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
106.48,10.0,3.10611,3.19375,1,48.0,53,73,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60.4,4.0,2.73727,1.12,0,61.0,49,65,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.09,2.0,2.59808,2.72,1,61.0,48,62,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.38,3.0,2.54388,1.4425,0,33.0,50,65,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53.02,10.0,2.81364,0.89125,2,61.0,51,80,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75.58,4.0,2.79805,3.625,3,95.0,53,69,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.57,10.0,3.22958,3.6825,0,82.0,56,83,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.49,10.0,2.99753,4.0225,3,56.0,46,80,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.55,3.0,2.79805,3.62875,2,55.0,47,72,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42.87,0.0,2.77949,2.385,1,61.0,52,74,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.65,6.0,2.53923,2.81625,1,47.0,50,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.77,7.0,2.78135,2.855,3,46.0,53,75,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.01,10.0,2.60298,2.43125,0,108.0,53,75,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
32.34,6.0,2.82162,2.5975,1,61.0,57,79,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55.18,10.0,2.59629,2.76125,0,61.0,53,67,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.8,2.0,2.54155,2.57375,0,85.0,46,60,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
108.65,10.0,3.39629,3.78125,0,61.0,46,67,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,9.0,2.99569,2.73625,2,61.0,50,60,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33.07,2.0,2.85291,2.80625,1,61.0,58,99,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
51.43,3.0,2.7037,1.71375,0,61.0,50,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.17,6.0,2.95923,1.19625,2,61.0,50,71,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.25,0.0,2.78962,4.00125,3,85.0,44,59,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.35,5.0,2.77932,3.90125,0,61.0,46,62,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.74,10.0,2.88003,3.18625,0,61.0,62,82,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.03,6.0,2.39862,2.16625,0,61.0,45,61,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19.18,6.0,2.74224,3.60875,1,113.0,50,69,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62.8,10.0,2.84614,3.135,0,39.0,51,81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.82,1.0,3.03809,2.6475,0,52.0,56,78,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.63,2.0,2.55233,2.20125,0,61.0,53,77,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.2,8.0,2.50048,4.165,0,111.0,48,67,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.13,10.0,2.59075,2.31125,0,65.0,54,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.11,3.0,2.18161,2.63,0,61.0,45,56,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.77,5.0,2.79805,1.865,0,61.0,58,83,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.33,10.0,2.79805,3.1275,1,108.0,44,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.78,0.0,2.65728,2.17,0,48.0,47,75,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23.56,5.0,2.60286,3.6175,1,89.0,56,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.78,10.0,3.04046,3.88,0,59.0,48,81,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33.83,5.0,2.79805,1.78125,0,61.0,52,72,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48.75,10.0,2.91724,3.6475,0,61.0,56,72,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.58,2.0,2.66219,3.4525,1,61.0,48,62,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19.96,10.0,2.79805,4.245,2,61.0,56,92,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.21,4.0,2.4903,3.415,0,61.0,58,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.17,0.0,2.86202,2.3525,0,61.0,47,68,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47.25,1.0,3.09716,1.88625,3,40.0,63,103,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32.37,10.0,2.79805,2.01125,0,110.0,50,66,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61.49,4.0,2.91838,2.49,0,61.0,60,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.03,3.0,2.79805,2.78375,0,61.0,55,76,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36.89,8.0,2.69081,3.425,2,61.0,51,66,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42.67,2.0,2.69667,1.39125,0,61.0,53,75,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64.03,3.0,2.79805,2.83625,0,61.0,47,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.52,10.0,3.13111,4.03875,1,37.0,49,77,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.27,5.0,2.87591,1.8025,0,61.0,57,75,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.19,6.0,2.11498,4.7275,0,61.0,42,54,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.54,10.0,2.95853,3.60875,1,61.0,48,78,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
