Trip_ID,Trip_Distance,Customer_Since_Months,Life_Style_Index,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Type_of_Cab_B,Type_of_Cab_C,Type_of_Cab_D,Type_of_Cab_E,Confidence_Life_Style_Index_B,Confidence_Life_Style_Index_C,Destination_Type_B,Destination_Type_C,Destination_Type_D,Destination_Type_E,Destination_Type_F,Destination_Type_G,Destination_Type_H,Destination_Type_I,Destination_Type_J,Destination_Type_K,Destination_Type_L,Destination_Type_M,Destination_Type_N,Gender_Male,Surge_Pricing_Type
T0005709845,27.3,5.0,2.84621,2.8825,0,55.0,50,69,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
T0005709847,24.0,3.0,2.77525,2.24375,4,61.0,50,72,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709848,6.35,0.0,2.50356,3.2325,2,56.0,42,55,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
T0005709849,45.15,6.0,3.06427,3.165,2,45.0,53,85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709851,39.29,7.0,2.79805,2.75875,0,55.0,52,101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709854,32.9,2.0,2.6975,3.97875,1,61.0,45,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005709855,36.09,2.0,2.79805,3.10875,3,52.0,62,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709856,33.29,6.0,2.64577,3.16,4,59.0,50,69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709857,4.54,3.0,2.54736,1.7575,0,61.0,47,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709860,22.06,2.0,2.90699,1.9925,3,61.0,53,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709861,60.99,10.0,2.80918,2.46625,0,61.0,55,98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709862,33.81,6.0,2.55648,0.78375,0,61.0,53,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709864,20.25,4.0,2.79805,3.64875,0,61.0,47,58,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709865,31.62,10.0,2.56776,2.25875,1,61.0,52,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709866,53.41,10.0,2.80558,3.35125,1,61.0,55,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709867,27.73,10.0,2.65218,1.28625,0,67.0,46,59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709868,29.53,10.0,2.79805,2.67125,0,61.0,47,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709871,31.02,0.0,2.74915,1.77125,2,61.0,48,62,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709872,73.0,0.0,2.95706,2.17125,0,61.0,58,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709873,51.02,3.0,2.99343,3.01125,3,83.0,57,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709874,72.75,10.0,2.79805,2.53,0,47.0,62,100,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709877,31.37,4.0,2.79176,2.925,0,76.0,53,86,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709878,47.47,2.0,2.96665,3.09875,0,103.0,50,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709879,62.99,10.0,2.79805,3.0575,0,96.0,52,81,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709880,34.82,2.0,2.46238,2.38,0,61.0,45,61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709884,91.93,9.0,3.14743,3.87875,1,86.0,51,89,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005709886,2.98,5.0,2.56468,1.50375,0,106.0,55,81,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005709887,36.15,5.0,2.78324,3.41,0,61.0,50,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709888,38.52,8.0,2.84441,2.7225,1,61.0,50,74,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709889,30.04,2.0,2.72385,2.1525,0,41.0,52,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709890,10.9,3.0,2.75766,3.6175,0,48.0,49,79,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005709891,32.3,1.0,2.46665,0.87,0,61.0,48,62,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709892,36.46,10.0,2.79805,1.9025,0,86.0,53,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709893,30.86,10.0,2.83362,2.25875,0,61.0,49,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709894,37.13,4.0,2.79805,1.6975,1,67.0,50,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709896,28.02,3.0,2.73953,4.23375,3,61.0,47,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709897,44.83,1.0,2.57379,3.875,0,61.0,48,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709898,61.63,3.0,3.17701,3.07,2,61.0,49,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709902,47.46,6.0,2.82809,2.67625,1,100.0,48,75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709903,95.52,2.0,2.79805,2.205,1,61.0,52,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709905,37.08,8.0,2.54125,1.7175,0,61.0,47,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709907,50.12,10.0,2.79805,4.355,0,61.0,58,80,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709908,41.84,0.0,2.63741,3.91875,0,61.0,50,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005709909,27.54,6.0,2.87851,3.98625,2,75.0,52,66,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
T0005709910,31.01,9.0,2.85748,3.435,2,68.0,48,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709912,23.36,8.0,2.98918,1.77875,0,52.0,51,89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709913,29.94,8.0,2.7606,4.56,1,87.0,48,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005709914,41.53,9.0,2.68248,3.555,2,43.0,48,80,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005709916,19.06,0.0,2.55082,3.7575,0,46.0,51,88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709918,16.7,5.0,2.98235,4.495,0,61.0,44,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
T0005709919,18.14,10.0,2.64903,2.12125,0,47.0,51,78,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709920,26.7,0.0,3.00191,4.33875,0,45.0,47,68,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709921,27.91,10.0,2.79805,3.70125,0,61.0,44,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005709922,60.75,7.0,2.81944,1.4475,0,90.0,59,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709923,54.82,2.0,2.59525,1.70875,0,61.0,49,66,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709925,44.22,1.0,2.81049,2.275,0,61.0,51,65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709927,25.35,4.0,2.72748,3.265,1,61.0,46,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709930,71.26,1.0,2.81679,1.53125,0,43.0,62,97,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709931,16.34,0.0,2.55542,2.41625,2,48.0,48,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
T0005709933,60.41,10.0,2.68354,3.425,0,52.0,49,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709936,35.39,10.0,2.67821,3.54375,1,61.0,48,65,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
T0005709937,72.5,1.0,2.8567,0.67625,0,43.0,55,86,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005709938,73.44,10.0,3.06612,4.2525,0,61.0,51,73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709939,10.3,10.0,2.56348,1.9425,0,61.0,46,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709940,37.2,8.0,2.89209,2.75875,1,71.0,53,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709941,48.87,10.0,2.79805,4.08,2,61.0,45,71,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709943,42.47,5.0,2.83286,1.45,3,62.0,56,88,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709944,52.3,1.0,2.79805,2.26125,0,61.0,57,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709947,33.39,6.0,2.81099,2.975,0,61.0,52,77,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709950,35.71,10.0,3.06231,3.96625,0,41.0,44,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709951,31.6,8.0,2.79805,3.74625,1,90.0,52,69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709953,22.63,7.0,3.00288,3.68875,2,61.0,67,94,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709954,72.6,10.0,2.97456,0.79625,1,37.0,59,96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005709956,55.38,0.0,2.78021,2.7875,2,61.0,60,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709959,76.72,1.0,2.79805,0.72875,0,61.0,49,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709960,62.34,3.0,3.18815,4.4025,0,61.0,51,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
T0005709961,106.8,9.0,3.49022,4.3625,0,61.0,47,66,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005709963,72.82,10.0,3.06126,4.62625,5,61.0,48,71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005709964,85.51,10.0,2.81315,1.97875,1,61.0,51,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709967,47.78,4.0,2.79805,3.13,1,45.0,49,76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709969,55.17,2.0,2.79805,3.42875,0,46.0,61,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709970,85.59,5.0,3.00969,0.7575,0,93.0,64,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709972,72.59,3.0,2.92702,3.0125,0,61.0,44,61,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709973,42.4,6.0,2.59298,3.125,1,56.0,46,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709975,11.34,4.0,2.73546,1.88375,0,67.0,46,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709976,63.31,0.0,2.74368,3.90125,0,73.0,49,68,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709977,8.27,8.0,2.55855,4.625,1,61.0,44,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709978,26.84,10.0,3.03602,2.77375,1,61.0,49,78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709979,35.22,0.0,2.79805,2.96,0,38.0,63,112,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709980,18.49,3.0,2.7183,2.995,0,61.0,48,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709982,31.3,0.0,2.90311,2.75125,0,46.0,47,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709983,41.72,2.0,2.79805,0.93875,0,61.0,57,69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005709984,51.75,10.0,2.68261,3.5825,1,41.0,50,71,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709985,73.79,2.0,2.89822,4.05125,0,61.0,51,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005709989,2.22,4.0,2.67288,2.89,2,102.0,48,64,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
T0005709991,4.62,2.0,2.79805,2.10125,0,85.0,47,71,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
T0005709993,47.02,10.0,3.13814,3.4975,1,46.0,48,99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709996,14.25,1.0,2.48353,4.4,2,61.0,44,57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005709999,54.48,1.0,2.70114,0.6825,0,35.0,56,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710001,41.87,10.0,2.79805,1.38,0,108.0,46,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710002,43.44,6.0,2.63983,1.875,0,61.0,50,75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710003,24.78,2.0,2.84104,3.5425,0,88.0,51,83,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710005,61.39,6.0,2.79128,2.6375,1,61.0,51,70,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005710006,92.27,0.0,2.92251,2.09875,0,61.0,52,72,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710007,36.06,10.0,2.78169,4.505,1,61.0,57,84,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710008,106.77,2.0,3.30179,4.36375,0,42.0,51,68,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710011,27.1,2.0,2.40654,2.74875,2,103.0,51,74,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710014,35.54,10.0,2.69204,1.985,2,61.0,54,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005710015,14.57,2.0,2.95588,3.46125,0,61.0,48,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710016,10.91,10.0,2.79669,2.16375,0,61.0,45,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005710017,23.79,3.0,2.69363,3.5775,0,61.0,49,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710020,106.84,10.0,2.79805,3.31625,0,40.0,45,64,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005710021,61.69,10.0,2.69874,3.365,0,75.0,49,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710022,37.72,6.0,2.60975,1.195,0,61.0,50,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710023,13.95,8.0,2.79805,3.9625,0,61.0,47,71,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
T0005710025,7.52,5.0,2.81745,2.51875,1,61.0,56,82,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710026,62.8,0.0,3.29981,3.69375,1,61.0,50,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005710029,56.59,1.0,2.66901,2.9425,0,61.0,50,65,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710031,29.27,8.0,3.09503,2.73,0,61.0,53,106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710032,53.84,0.0,2.69364,2.29375,2,71.0,54,91,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710035,29.02,4.0,2.79805,1.26625,0,61.0,49,66,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
T0005710036,35.96,8.0,2.79805,1.87625,0,89.0,46,63,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710037,50.58,2.0,2.90717,3.86,0,61.0,42,57,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
T0005710038,35.06,6.0,2.63346,4.52875,0,61.0,45,63,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710039,73.1,10.0,3.05909,1.6625,0,76.0,49,76,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005710040,44.04,6.0,2.69333,2.47875,1,70.0,52,69,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710042,11.03,2.0,2.81223,2.99875,0,81.0,50,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710044,52.3,10.0,2.73989,1.9675,1,61.0,49,72,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
T0005710045,29.7,8.0,2.85995,2.6225,1,38.0,54,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710046,46.61,4.0,2.8073,3.14,0,90.0,55,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710047,15.59,1.0,2.94212,1.7675,1,75.0,58,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710048,56.58,3.0,2.79805,2.72,1,61.0,53,73,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710049,77.78,6.0,3.0501,1.895,0,45.0,53,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710051,17.1,0.0,2.79805,3.3475,5,78.0,56,95,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
T0005710052,13.86,9.0,2.5347,2.4375,0,68.0,43,78,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005710053,86.84,5.0,2.76237,1.75625,2,61.0,52,85,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710054,13.1,2.0,2.64895,1.7175,0,61.0,59,81,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
T0005710057,29.48,3.0,2.81028,4.485,3,96.0,51,72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710059,56.63,0.0,2.70363,0.9825,0,56.0,48,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710060,8.19,2.0,2.43487,3.10375,2,61.0,47,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710062,106.29,10.0,2.79805,2.60625,0,61.0,54,74,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710063,28.49,3.0,2.88901,2.8675,0,35.0,57,101,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005710066,55.11,1.0,3.0377,4.17,0,61.0,45,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710067,16.64,10.0,2.87511,3.245,2,50.0,48,73,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
T0005710069,45.34,5.0,2.79805,2.55125,0,34.0,47,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710070,42.98,1.0,2.79805,3.315,3,59.0,52,75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710072,17.79,6.0,2.6559,2.80625,0,44.0,46,63,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
T0005710073,84.09,6.0,2.84756,3.61,0,61.0,54,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710074,93.12,10.0,2.92086,1.93625,1,61.0,65,105,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710075,16.58,10.0,2.15146,3.885,0,66.0,48,67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710076,49.4,10.0,2.70651,2.885,0,82.0,48,71,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710078,107.91,2.0,2.9038,3.0875,1,61.0,48,85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710079,7.24,9.0,3.09433,3.76125,0,61.0,53,85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710080,16.74,0.0,2.87241,3.20625,0,42.0,54,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005710084,77.29,10.0,2.79272,1.26625,2,64.0,61,113,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005710085,31.91,5.0,2.81302,3.0,1,93.0,49,71,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710087,35.43,10.0,2.63145,2.44,0,61.0,45,67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
T0005710088,24.04,1.0,2.79805,2.3,0,61.0,43,57,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
T0005710089,32.61,10.0,3.01587,1.43,1,61.0,61,86,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
T0005710090,78.0,10.0,2.80398,2.63625,1,61.0,53,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710091,20.78,6.0,2.1765,2.42875,2,61.0,47,62,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710092,21.31,10.0,2.79805,3.21625,0,36.0,49,71,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710093,70.29,10.0,2.79136,1.41875,1,61.0,59,82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710094,37.86,10.0,2.84306,2.64,0,61.0,49,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710095,38.27,9.0,3.24491,2.72,0,61.0,51,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T0005710096,26.33,0.0,2.54468,2.05375,3,61.0,46,68,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
T0005710099,59.72,3.0,2.70666,1.715,0,61.0,52,67,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710101,108.45,10.0,3.0694,4.82875,3,103.0,47,72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
T0005710102,19.16,8.0,2.84019,4.56125,0,53.0,44,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
T0005710103,44.78,5.0,3.17025,3.595,0,75.0,58,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710104,86.43,8.0,2.85096,3.40375,3,89.0,52,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710106,15.75,10.0,2.70863,2.2975,1,97.0,49,63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
T0005710109,21.31,10.0,2.59524,2.2475,1,78.0,48,68,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710110,67.37,10.0,2.79805,3.82625,2,35.0,51,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710112,62.51,10.0,2.77624,1.5625,2,61.0,55,81,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710115,106.18,4.0,3.25053,3.27,0,61.0,45,61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
T0005710116,7.79,1.0,2.48495,1.26,3,109.0,68,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
T0005710117,62.91,1.0,2.84812,3.435,0,61.0,49,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T0005710119,108.57,2.0,3.4465,4.01625,0,61.0,47,75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
T0005710120,13.99,3.0,2.784,2.47,2,91.0,58,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
T0005710121,33.11,8.0,2.85902,2.69375,0,43.0,45,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
